F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
-1.14,1,-6.126,2128.41,1,1.9322,3.04961,-3.7644,6340.64,-12.1689,-5382.85,61.76,7.55314,-6.1732,-281.36,-96981.44,-11.5692,8990.13,58.11,-11.23,False
-4.14,0,-6.448,2109.21,1,3.588,2.9600053,-3.9974,8543.56,-12.7995,-5418.62,58.52,9.4066,-5.4408,-2249.56,-96880.3,-16.944,9282.33,115.32,,False
-4.14,0,-4.1168,2550.81,0,1.1443,2.97529,-4.4671,6939.44,-14.133,-5784.03,50.622,9.4638,-5.0412,-3713.56,-96925.968,-12.1221,9599.73,1833.61,,True
-1.14,0,-4.4516,1503.51,1,2.357,3.0875,-6.631,8822.04,-13.779,-7368.63,78.22,7.65228,-4.40792,-3871.8,-96927.072,-12.4239,10368.33,-34.29,-12.71,False
-1.14,0,-8.524,2084.4,1,1.2549,3.4721,-5.066,8569.1,-20.985,-5511.89,46.83,8.4726,-10.636,-3836.78,-96920.21,-13.869,9828.42,1143.61,-12.29,False
-1.14,1,-3.9684,2571.21,1,1.7113,3.2127,-3.8932,7639.44,-11.6562,-5438.207,59.54,7.6197,-6.72,-2837.16,-97044.2,-11.4042,9068.13,327.61,,False
-4.14,0,-6.904,2062.41,1,4.207,3.5114,-6.517,9896.44,-12.5604,-6046.33,42.342,10.93,-4.8452,-3932.06,-96738.9,-11.7006,10417.83,205.78,-14.78,True
-4.14,1,-5.234,1972.23,0,1.9434,3.4175,-5.762,8385.94,-11.817,-5302.43,103.3,10.996,-5.0904,-3770.56,-96949.58,-15.834,9660.24,-66.69,-12.41,False
-4.14,1,-3.26088,3276.21,0,3.553,3.7877,-4.95,9272.44,-20.706,-5695.93,73.52,8.3096,-5.6874,-3883.9,-96759.84,-11.6574,9866.01,222.74,,True
-1.14,0,-3.4828,1960.77,1,2.614,3.8576,-4.4378,8038.84,-12.1674,-5413.6,47.452,8.7438,-6.36,-4229.16,-96877.78,-15.939,10363.53,149.38,,True
-1.14,1,-6.46,2171.61,0,1.1448,3.1584,-3.9406,8191.84,-14.679,-6114.03,105.16,7.51674,-4.41086,-2563.96,-96951.46,-12.4473,9538.14,1124.21,,False
-4.14,1,-5.6,2095.71,1,2.124,3.6953,-4.3633,7339.84,-10.9641,-5301.73,56.42,10.088,-5.8942,-4734.56,-96923.992,-11.8578,12994.53,299.41,,False
-4.14,0,-3.619,2879.31,1,1.4645,2.978,-3.9708,8675.44,-13.86,-5601.33,40.284,7.7114,-6.358,-2711.56,-101873.8,-11.2443,9613.56,596.11,-11.86,True
-4.14,1,-3.6562,2951.31,1,2.019,2.97076,-5.626,7224.84,-10.7793,-5613.53,35.9976,8.6664,-6.326,-3697.96,-96943.14,-12.0729,5854.53,297.41,,True
-4.14,1,-5.854,2188.98,0,3.203,4.134,-5.412,-357.36,-11.3517,-5107.93,58.7,8.227,-4.8022,-3644.96,-96955.72,-10.82361,7585.83,103.54,,False
-1.14,1,-3.30108,3145.71,1,1.5077,2.99492,-4.5551,6728.64,-11.7042,-5225.43,45.794,9.152,-4.5414,-4258.76,-96799.88,-11.6853,10485.93,444.41,,False
-1.14,1,-7.004,1964.25,1,1.206,3.1098,-4.5071,8693.44,-11.0544,-5542.63,36.1046,8.9672,-6.932,-3625.96,-96845.12,-15.705,11671.23,-151.69,-14.01,True
-1.14,1,-3.27636,6975.81,0,1.831,2.9936,-5.184,7615.84,-13.791,-5498.16,116.44,12,-4.7622,-3856.5,-96946.2,-12.5934,9483.54,473.71,,True
-1.14,0,-3.3742,2089.14,0,1.7743,2.969684,-4.3536,7942.04,-18.648,-5445.743,46.062,8.0836,-6.36,-3831.7,-96835.2,-13.71,9807.63,112.04,,True
-1.14,0,-6.92,2028.567,0,1.8133,3.1194,-4.0323,8096.24,-11.4009,-5783.83,35.8212,8.9598,-4.8536,-2572.96,-96898.99,-16.296,9057.33,-38.19,,True
-1.14,1,-4.7652,1833.54,1,2.269,3.6754,-4.0822,8598.34,-10.9446,-5443.989,46.64,9.0978,-9.616,-4120.88,-96825.46,-12.3756,13183.53,68.54,-13.03,False
-4.14,1,-3.4134,2872.41,1,2.274,2.964194,-5.803,7642.04,-13.887,-5446.415,99.16,10.982,-5.411,-4069.78,-96836.52,-13.0941,10016.13,284.21,-12.28,False
-1.14,0,-3.32986,3642.51,1,2.066,3.5692,-4.895,7824.44,-16.806,-5483.23,64.4,8.075,-10.61,-3625.76,-96863,-12.8856,9651.12,218.73,,True
-4.14,1,-4.5724,2034.066,1,1.3165,3.2229,-4.716,7061.84,-17.277,-5628.73,36.797,10.154,-6.434,-3993.96,-96101.8,-12.3,9927.3,542.01,,True
-1.14,0,-5.0336,2168.16,0,1.8561,2.97338,-4.2284,7408.24,-10.8273,-5440.338,45.04,7.7896,-6.546,-4386.56,-96929.76,-12.4344,11860.23,356.31,-13.98,True
-1.14,0,-3.966,2470.41,1,2.081,3.4008,-3.9069,7090.24,-13.545,-5465.75,59.56,8.5526,-8.096,-5365.56,-96683.2,-12.2709,10063.44,408.81,,True
-1.14,1,-9.72,2069.892,0,1.8311,3.2502,-4.1487,8567.62,-11.8341,-5354.06,52.026,9.64,-5.4346,-4270.56,-97493.2,-11.4171,10368.93,328.21,,False
-4.14,0,-5.382,1995.66,1,1.1879,3.1362,-4.0969,8832.24,-11.4558,-5502.58,45.122,8.482,-8.014,-3171.16,-96899.738,-14.925,10364.73,148.32,-13.3,True
-1.14,0,-10.224,2016.762,1,2.461,2.99565,-3.74339,6633.64,-14.301,-5113.33,49.474,9.562,-4.6944,-4904.56,-96943.44,-11.8209,9969,54.63,-12.87,True
-1.14,1,-4.3832,2523.51,1,2.849,2.9604321,-4.3025,7528.24,-12.4989,-5453.266,38.3,7.999,-5.988,-3830.16,-96639.4,-12.0843,9452.43,277.21,-13.34,False
-1.14,1,-6.886,1970.88,1,4.349,3.8212,-4.1363,8602.1,-10.8429,-5405.03,55.56,8.8722,-5.2454,-3970.64,-97012.84,-13.4949,13309.53,109.17,,False
-1.14,0,-6.514,2098.53,0,1.296,2.963346,-4.946,8188.84,-12.1641,-5525.16,51.666,8.753,-6.2268,-3893.28,-96837.92,-12.4533,10016.28,671.51,,False
-1.14,0,-5.346,2085.54,1,1.4371,3.02474,-3.9353,8056.04,-11.7066,-5477.35,36.1568,7.60104,-13.246,-2848.76,-96944.12,-17.004,9497.19,151.19,,False
-1.14,0,-6.334,1967.58,0,1.4821,3.977,-5.927,8021.44,-12.6312,-5659.73,36.2792,9.936,-5.7378,-3652.36,-96978.84,-14.94,9520.56,-344.09,-14.06,True
-4.14,1,-4.2876,1834.71,1,1.936,4.621,-4.861,13966.64,-11.043,-4337.63,84.48,10.476,-4.39178,-3684.36,-96925.136,-10.893,10537.53,-53.19,,False
-1.14,0,-3.7026,2783.01,0,2.655,3.087,-4.817,8195.84,-11.5929,-5139.93,198.98,8.0634,-4.34546,-3763.52,-96895.88,-11.6166,9270.63,225.99,-12.88,False
-4.14,1,-3.3516,2749.11,0,1.5063,6.298,-3.71775,9024.24,-15.81,-5369.2,54.572,9.958,-6.436,-4572.56,-96910.006,-11.4042,9872.88,317.41,,False
-4.14,1,-11.578,2047.803,1,5.32,3.4656,-5.813,8607.6,-12.3915,-5412.61,36.367,8.9606,-5.8114,-3685.36,-96934.618,-12.8397,9343.53,102.25,,False
-1.14,1,-4.5624,1318.11,0,2.002,5.236,-4.4457,8564.86,-10.8153,-7438.63,45.754,9.088,-4.43374,-3733.36,-97030.5,-15.234,17533.53,-213.59,-10.4,False
-1.14,1,-6.928,2119.26,1,1.3865,4.082,-5.859,7028.44,-14.505,-6129.23,50.292,9.025,-4.6952,-4039.96,-96955.6,-11.7495,10022.22,963.31,,True
-4.14,0,-5.598,2289.78,0,1.2021,2.964794,-3.8899,7911.04,-10.75752,-5434.93,39.828,10.922,-10.32,-3094.36,-96905.852,-14.853,5230.53,1026.51,-12.62,True
-4.14,0,-3.7454,3080.91,1,2.001,3.2559,-5.158,8170.64,-11.1399,-5724.53,84.04,8.0318,-5.291,-3617.56,-97008.36,-18.147,7351.23,347.11,,True
-1.14,1,-4.5018,1632.51,1,2.394,4.416,-4.815,4332.64,-10.9464,-5663.03,42.462,9.0632,-6.566,-3891.38,-96906.68,-11.3277,13291.53,21.61,,True
-1.14,1,-3.4256,1869.03,1,2.421,4.301,-4.982,8370.68,-11.7369,-5653.03,58.1,8.5592,-5.5976,-3449.36,-97020.14,-11.757,9306.03,55.32,,True
-1.14,1,-4.0752,2855.61,0,1.6964,3.3514,-5.976,8621.16,-12.8829,-5231.03,36.3702,7.8028,-4.7672,-3753.16,-96918.933,-17.682,9103.83,503.11,,False
-4.14,0,-4.4234,2103.57,0,1.2593,3.1845,-5.209,7610.84,-12.7005,-5578.93,46.156,7.494672,-6.866,-4094.24,-96840.8,-13.443,10373.13,969.51,-13.86,True
-1.14,0,-3.5628,2262.75,1,1.5503,3.0847,-3.9871,8687.04,-18.942,-6356.53,44.682,10.528,-4.5544,-1245.36,-96886.94,-12.3903,9602.58,-66.29,,False
-1.14,1,-9.76,2046.549,1,1.4137,2.961887,-4.808,9026.64,-11.1324,-5577.03,41.768,11.838,-6.798,-3356.36,-96922.962,-11.2917,8795.73,31.86,-12.54,True
-4.14,0,-6.056,2067.909,1,1.2928,2.98923,-6.201,8586.94,-21.543,-5536.5,58.58,10.21,-8.65,-3685.56,-96901.69,-15.3,9725.94,182.99,-12.98,True
-4.14,1,-3.4442,1321.11,1,2.002,3.8213,-4.934,3544.64,-14.655,-5519.06,105.7,10.646,-5.7624,-4061.14,-96766.22,-10.9557,10112.73,117.45,-11.04,False
-4.14,0,-5.97,2023.455,0,1.5619,3.2046,-4.4067,5896.64,-13.626,-5286.43,38.97,9.4562,-5.0582,-4030.5,-96762.86,-11.427,9940.5,40.93,-14.01,True
-1.14,0,-5.382,1738.71,0,1.9971,2.962463,-4.841,8695.04,-18.255,-5568.03,39.478,7.61982,-7.006,-3779.36,-96815.28,-12.5073,10020.33,-78.89,-11.06,False
-1.14,1,-5.061,2386.11,1,2.263,3.02778,-4.843,8721.04,-12.1065,-6001.33,44.176,8.5306,-4.853,-3426.36,-96829.42,-13.698,8889.63,358.31,-12.61,True
-4.14,1,-4.342,1722.81,0,1.2962,3.7533,-3.72027,9635.04,-13.761,-5652.13,38.754,8.927,-5.3054,398.64,-96870.28,-11.7321,10114.23,-277.79,,True
-1.14,0,-3.885,2272.2,1,2.068,3.04666,-4.3658,5712.64,-15.609,-5504.22,64.28,7.8036,-10.508,-3052.56,-96915.2,-11.208,9556.5,114.7,-13.05,True
-4.14,0,-4.9772,2085.75,1,1.07249,2.960235,-4.2589,8526.88,-11.0592,-5524.98,59.54,7.66164,-8.146,-3350.56,-96923.866,-18.207,10040.91,1308.61,,True
-1.14,1,-5.228,2070.93,0,3.778,3.0271,-4.0935,7925.24,-11.2419,-5526.58,47.236,9.658,-7.902,-4242.16,-96961.62,-13.989,11214.63,190.72,-13,True
-4.14,1,-5.4,2307.63,0,1.97,3.3029,-4.5409,8209.84,-11.7087,-5495.89,38.048,11.932,-6.698,-3834.56,-96931.384,-13.911,9389.73,458.91,,False
-4.14,0,-4.2138,2732.91,1,2.82,3.01533,-6.833,3760.64,-14.238,-5500.17,49.068,7.964,-6.2048,-3930.118,-96944.18,-10.87524,9598.98,341.31,-12.41,False
-1.14,0,-4.8512,2094.12,0,1.3275,3.7322,-4.755,7363.44,-12.312,-5536.88,44.798,10.458,-7.472,-3982.52,-96968.14,-12.3528,10206.33,593.21,,True
-4.14,0,-5.0254,1976.97,0,2.369,2.97251,-3.70487,8539.3,-12.66,-5547.21,57.26,10.144,-6.2072,1088.64,-96969.8,-13.797,10020.06,110.41,,False
-1.14,1,-3.2951,3172.71,1,2.37,3.7302,-4.0885,3566.64,-13.794,-4986.23,69.96,8.5296,-4.36766,-3270.96,-96993.18,-10.9602,9559.98,103.39,,False
-4.14,1,-5.0768,2108.88,0,1.1417,2.961347,-3.8366,8137.84,-12.162,-5332.13,36.5258,9.414,-5.6074,-3648.96,-96918.327,-12.9624,9831.66,303.11,,False
-1.14,1,-3.5642,1573.11,1,1.9406,3.04197,-4.5864,8638.04,-10.64247,-5405.77,37.482,9.1148,-5.8198,-3825.56,-96893.46,-12.3036,14536.53,34.99,-12.81,False
-1.14,1,-3.5652,2618.31,1,3.242,3.2953,-3.9319,7765.24,-14.388,-5375.37,50.568,9.1858,-5.0918,-5263.96,-96888,-13.0851,10037.82,230.21,,False
-4.14,1,-8.15,2146.26,0,1.612,6.252,-7.868,8542.78,-16.524,-5466.59,49.098,8.0702,-7.012,-3849.9,-96912.232,-14.097,9604.77,453.61,,False
-4.14,1,-3.4302,1215.81,1,4.15,3.9159,-5.836,7968.84,-13.914,-5490.86,55.09,10.196,-4.7392,-4053.54,-96901.878,-14.115,10245.33,124.149,-12.34,False
-4.14,1,-5.528,1974.6,0,1.2805,3.4449,-3.8118,7956.44,-10.9242,-5686.33,83.3,9.866,-5.06,-3340.76,-96894.14,-14.676,11292.03,-37.49,,True
-1.14,0,-3.9876,1926.63,0,3.351,3.0787,-4.3976,8397.58,-11.1933,-5698.93,95.36,9.656,-5.526,-3225.56,-95586.2,-15.411,9566.46,96.53,-13.26,False
-4.14,0,-5.768,2026.338,0,3.452,3.9023,-3.8212,9741.24,-10.67043,-5435.59,37.2624,10.262,-10.676,-3297.96,-96043.2,-11.2497,12862.53,127.434,,False
-1.14,0,-3.8258,3265.11,0,2.508,4.342,-4.4276,9715.44,-11.1765,-5433.09,36.8842,9.77,-11.108,-3211.36,-97243.4,-11.3253,6724.53,292.71,-11.43,False
-1.14,0,-4.3802,2498.61,0,1.3934,3.3815,-3.8339,8872.84,-14.811,-5473.35,61.22,9.914,-8.642,-3245.56,-96664.2,-13.0857,9730.14,999.71,,True
-4.14,1,-4.0872,1544.61,1,2.432,3.1142,-4.4192,262.64,-12.7179,-5619.23,47.302,8.2196,-7.358,-3611.36,-96846.8,-10.76133,10360.23,45.76,,True
-1.14,1,-7.068,2218.08,0,1.2138,5.211,-3.9628,7929.44,-17.142,-5482.14,43.424,11.682,-9.506,-2317.36,-97017.04,-13.953,9491.79,1141.61,-11.86,True
-1.14,1,-4.7932,2003.13,1,2.526,3.3185,-5.59,8546.56,-10.9419,-5393.66,39.018,8.772,-5.7084,-3797.98,-97061.16,-15.867,10080.93,76.27,,False
-4.14,1,-3.5372,3170.01,1,1.1102,2.99113,-3.9527,7607.04,-11.0067,-5633.03,108.7,8.6356,-5.948,-2933.16,-96987.58,-12.9657,8345.13,1998.61,,True
-1.14,1,-3.9892,2408.31,0,1.4661,3.3106,-3.8606,6922.84,-11.7597,-5714.23,60.36,9.3544,-5.6716,-5123.96,-96678.6,-11.9613,10599.63,878.51,,True
-1.14,0,-7.294,1967.7,0,1.4223,3.962,-3.9837,8501.78,-15.171,-5441.439,41.264,8.9428,-5.3618,-4177.36,-96913.12,-15.288,10108.53,-5.19,,False
-4.14,1,-6.236,2189.67,0,1.1368,4.476,-3.9187,8566.58,-10.71963,-5541.94,59.52,7.9994,-5.4864,-2445.56,-97074.96,-18.246,6646.53,1567.61,,True
-4.14,0,-4.3408,2129.43,1,1.244,2.99608,-4.4566,5978.64,-12.5886,-5526.07,49.876,9.516,-8.49,-4163.56,-96527.4,-11.4873,10312.23,991.51,-13.29,True
-4.14,1,-5.142,1907.79,1,1.6025,3.7199,-4.3548,8197.24,-14.787,-5495.77,35.435354,7.5108,-4.7708,-4332.56,-96952,-20.568,10146.33,64.93,-12.61,False
-1.14,1,-4.0526,2124.21,1,3.643,2.964185,-4.972,6826.84,-12.771,-6287.93,48.684,7.7888,-4.5182,-3499.56,-96893.14,-11.7714,9342.33,95.54,,True
-1.14,1,-6.758,2015.187,0,1.4643,2.963024,-3.70633,8606.54,-10.8048,-4992.13,36.737,7.52874,-4.42248,-595.36,-96946.22,-15.078,11159.73,-2.29,,False
-4.14,1,-4.8522,2270.7,1,3.115,4.194,-5.128,9259.04,-14.511,-5442.025,88.34,8.2114,-6.53,-3860.4,-96962.36,-11.8629,9767.355,234.01,-12.17,False
-1.14,1,-4.3904,2147.4,1,1.3474,4.663,-3.7616,-4139.36,-10.70439,-5413.93,38.026,8.0292,-5.6424,-5029.36,-96907.048,-10.77219,11662.53,350.51,-12.09,True
-4.14,1,-4.0834,2025.84,1,1.2377,3.03529,-7.235,6617.04,-12.1914,-5376.45,36.0834,8.6274,-5.0968,-4063.5,-96727.74,-11.3814,10775.13,708.11,-11.03,False
-4.14,0,-4.5026,2078.82,0,1.0747,5.609,-5.629,7031.44,-10.9998,-5269.13,63.4,10.168,-4.6468,-3854.36,-96882.7,-12.0672,9362.43,-706.29,,True
-1.14,0,-5.836,2162.82,1,2.916,3.02545,-4.2605,7635.04,-10.893,-5531.13,48.076,8.749,-8.062,-4200.16,-96878.9,-12.5376,11664.93,296.01,-14.62,True
-1.14,0,-4.1588,2479.71,0,2.098,3.03115,-4.1742,5558.64,-13.803,-5635.53,73.96,8.3106,-4.8602,-2715.36,-96908.536,-11.2008,9200.13,157.83,,True
-4.14,1,-5.502,2154.3,1,1.4162,2.99556,-4.3382,8044.64,-13.656,-5492.2,66,7.6836,-5.5048,-4361.36,-96918.152,-16.575,10021.59,677.71,-11.82,False
-1.14,1,-4.3906,2435.31,1,1.5687,6.033,-6.552,8180.44,-14.124,-5711.73,46.968,9.594,-4.5686,-3895.1,-96917.684,-13.2909,9659.58,565.71,,False
-1.14,1,-5.52,2279.13,1,3.197,3.1379,-4.5554,8596.64,-13.788,-5870.13,85.44,9.93,-5.0086,-3354.56,-96902.098,-14.427,9435.03,247.11,,True
-1.14,0,-3.9412,2641.11,0,1.6478,2.97556,-5.517,9364.64,-12.2844,-5792.93,49.24,8.1454,-5.2282,-3549.16,-96909.516,-11.1132,8933.43,367.21,,False
-4.14,1,-5.814,2142.51,1,1.0689,4.541,-4.3796,8904.44,-12.0864,-5315.43,52.858,8.0692,-5.0576,-3887.02,-96893.98,-11.9655,9903.96,2311.61,,False
-4.14,1,-5.714,2260.65,1,1.684,2.960158,-3.7644,7625.64,-12.2916,-5500.26,46.536,7.5415,-9.038,-787.36,-96853.82,-13.4061,9081.93,438.81,-13.93,True
-1.14,1,-4.7456,2206.2,1,1.09413,3.02733,-4.5269,7885.24,-12.5469,-5483.93,43.506,8.7922,-6.0268,-3200.96,-96971.54,-13.899,8955.93,-660.79,,False
-1.14,0,-3.9024,2887.71,0,1.6444,2.97556,-5.379,8509.32,-12.5205,-5517.44,51.236,7.52624,-7.752,-3665.36,-96965.28,-20.418,9192.33,581.21,-11.85,False
-1.14,1,-3.6234,1808.46,1,2.678,3.4282,-3.7593,7959.04,-12.6621,-5490.76,63.36,10.388,-9.302,-3015.36,-96831.22,-13.5564,10104.93,126.509,-14.4,True
-4.14,0,-9.938,2095.83,1,2.02,3.2792,-3.8821,5636.64,-11.9832,-5528.4,46.928,7.7418,-6.1202,-1267.36,-96848.98,-11.1579,8682.03,149.52,,False
-1.14,0,-3.4934,1286.91,0,1.2282,3.7316,-3.70634,8822.24,-12.7482,-5394.56,39.618,10.04,-5.5552,744.64,-97173.2,-12.8814,10032.6,-571.09,-12.07,False
-4.14,0,-6.642,2141.46,0,2.316,3.2679,-3.7508,7981.64,-12.3255,-5602.13,55.008,10.216,-5.6032,-5166.56,-96879.98,-12.933,10103.73,355.41,-14.51,True
-4.14,0,-6.866,2170.62,0,1.1403,3.2028,-5.189,6897.44,-20.955,-5650.13,46.138,10.578,-5.4518,-3492.76,-96858.76,-12.0612,9579.12,562.81,,False
-4.14,1,-4.0664,2233.47,1,1.1859,4.202,-5.15,8574.54,-16.677,-5493.45,43.288,9.64,-7.128,-3924.006,-96928.622,-17.025,9893.49,1181.61,-12.91,True
-1.14,0,-3.5682,2024.451,1,2.72,2.961266,-4.6145,12256.64,-14.709,-5364.2,53.476,10.312,-7.036,-3715.76,-96979.14,-10.9125,9806.79,91.12,,False
-1.14,1,-5.512,2290.47,0,2.052,3.1019,-3.7608,8518.08,-13.4328,-5449.847,59.54,8.3098,-11.14,-145.36,-97119.6,-14.502,9333.33,319.01,,False
-1.14,1,-5.596,2026.128,0,2.584,3.00222,-3.9454,8585.16,-17.481,-5510.66,38.64,9.2168,-6.62,-2874.36,-97179,-14.403,9811.8,124.206,-11.59,False
-4.14,1,-3.6554,1719.21,1,2.957,3.1271,-4.5509,8196.04,-11.7021,-5643.93,63.56,8.1114,-5.7072,-3706.56,-96936.91,-14.136,10345.23,114.72,,True
-1.14,0,-4.9224,2454.21,1,3.36,3.2028,-3.7819,8931.64,-18.879,-4825.73,70.16,10.712,-4.5406,-1952.96,-96962.54,-14.658,9646.86,257.51,,False
-4.14,0,-6.252,2104.77,1,2.768,3.3719,-4.2431,8453.138,-12.8178,-5580.33,43.726,11.148,-8.192,-3669.56,-96943.82,-16.326,10064.19,277.71,-15.97,True
-1.14,0,-3.759,2384.31,0,2.186,2.99259,-6.351,7002.44,-14.391,-5522.97,47.444,7.482746,-8.586,-4005.72,-96884.88,-11.9292,10027.86,352.61,,True
-4.14,0,-3.9888,2916.81,1,1.224,3.8672,-4.93,7154.84,-10.71471,-5448.3809,79.98,7.51922,-7.26,-3811.26,-96917.404,-12.3543,4366.53,1387.61,,False
-4.14,1,-7.208,2090.91,1,1.3685,4.38,-3.9224,7717.24,-11.9925,-5276.03,73.44,9.2534,-4.8832,-5824.36,-96832.02,-13.011,10709.13,775.01,,False
-1.14,0,-3.4946,2882.01,0,1.5882,3.7064,-5.7,6350.64,-22.08,-5372.78,72.9,8.0392,-5.098,-4130.3,-96898.408,-11.2896,9861.93,577.81,-14.63,True
-4.14,1,-3.5476,2902.11,1,1.7689,3.4056,-5.179,8052.44,-11.457,-6210.03,54.614,11.354,-4.6856,-3633.36,-96933.674,-14.25,8835.63,295.01,,True
-4.14,1,-3.7046,2767.71,0,2.762,3.127,-3.9597,7344.64,-11.6049,-5551.03,54.854,8.4428,-7.622,-2370.56,-98621.6,-11.6493,8878.23,219.67,-13.95,True
-4.14,0,-5.184,2141.55,0,2.097,2.96472,-5.387,8568.24,-13.779,-5393.42,50.234,8.5966,-5.3086,-3591.16,-96894.42,-14.247,9405.03,71.71,-13.01,True
-1.14,0,-5.186,2266.29,0,1.8604,3.1199,-4.3885,9196.04,-10.9956,-5439.324,44.424,7.7812,-4.6718,-3617.56,-96898.494,-11.1531,8688.03,359.91,-12.03,False
-1.14,0,-5.1234,2298.39,1,1.6432,3.4592,-3.9737,3672.64,-20.829,-7626.63,77.88,8.191,-4.36312,-4438.96,-96903.912,-11.0643,9802.59,705.11,,True
-4.14,0,-4.85,2110.98,1,1.055,3.2097,-4.923,7199.84,-11.4651,-6361.83,56.76,8.1534,-4.41612,-4019.44,-96913.098,-11.8491,10578.03,2896.61,-13.63,True
-4.14,1,-3.3552,5919.81,0,1.9233,3.3367,-3.9497,9548.84,-18.567,-5605.13,38.088,7.7146,-5.97,-1897.36,-96881.18,-11.6712,9555.21,516.11,,True
-1.14,0,-7.646,2024.517,1,1.4673,3.0672,-6.202,8064.44,-11.3895,-5429.14,48.89,9.0618,-5.4872,-3944.208,-96971.12,-15.183,10446.93,56.56,,True
-4.14,1,-4.4802,2229.42,0,1.5499,2.9600023,-7.136,7516.64,-15.048,-5406.6,99.4,12.494,-5.3504,-3981.64,-96884.02,-12.1182,9875.22,432.41,,True
-4.14,1,-5.746,2046.156,0,2.021,2.966593,-6.059,8524.46,-10.9521,-5308.53,45.866,9.2164,-5.2128,-4064.64,-96984.8,-12.93,12844.53,250.21,-11.7,False
-1.14,1,-3.6566,2924.91,0,1.1422,4.385,-3.8102,8353.28,-21.546,-5491.1,62.6,8.2396,-4.7702,-3457.16,-97021.26,-17.682,9747.606,1746.61,-12.83,True
-4.14,1,-10.864,2068.089,0,4.011,4.019,-5.248,7388.24,-11.7024,-5503.74,89.92,10.036,-12.81,-3841.9,-96902.25,-10.9413,10216.53,209.82,,True
-4.14,1,-3.2943,-178.89,1,1.5962,3.1387,-4.0833,8233.84,-11.9667,-5515.35,36.22,8.3364,-5.6318,-4074.02,-96911.728,-11.9955,10849.83,19.71,-11.82,False
-1.14,1,-5.574,2276.37,0,1.5014,3.1396,-6.129,8324.74,-13.2795,-5566.03,48.234,7.994,-5.0822,-3899.4,-96896.08,-17.949,9601.32,717.71,,True
-1.14,0,-5.718,1983.21,0,4.605,3.229,-3.8403,8420.54,-16.272,-5702.53,65.5,7.7668,-5.536,-2487.96,-96911.128,-12.138,9892.44,127.446,-12.66,False
-4.14,1,-3.342,3125.01,0,1.08819,3.1548,-3.7735,8682.84,-16.329,-5411.13,60.5,8.091,-5.06,2416.64,-96874.2,-15.993,9507.42,-836.29,-12.11,False
-1.14,0,-4.3272,1761,1,1.7455,3.05407,-5.46,5306.64,-19.764,-5613.73,58.14,11.154,-5.509,-3886.4,-96950.9,-11.4957,9864.66,-68.29,,True
-1.14,1,-3.97,1817.73,0,1.08475,5.013,-4.4223,8152.84,-14.193,-5454.942,38.064,9.904,-7.796,-3856.48,-96970.08,-20.658,9892.32,-1403.39,-13.58,True
-4.14,0,-3.38,2781.81,1,4.208,2.963616,-4.4822,8188.84,-15.651,-5422.09,49.634,7.4801121,-7.246,-3467.96,-96919.071,-17.928,9575.49,105.18,,False
-1.14,0,-4.9828,2075.07,1,1.2762,2.962685,-4.0785,8395.6,-12.1074,-4968.73,35.905,8.2042,-4.37492,-3021.56,-96941.28,-12.0822,9473.52,-140.19,-12.31,False
-4.14,0,-5.1102,2045.913,0,2.637,3.0091,-5.241,10540.64,-16.938,-5524.16,50.618,8.2786,-7.134,-3583.96,-96988.44,-10.80306,9706.68,97.9,-12.14,False
-4.14,1,-5.598,2133.69,1,1.6482,3.6268,-3.74766,8682.44,-12.1404,-5432.11,72.32,9.588,-7.646,3598.64,-96781.96,-12.7602,8813.73,-15.39,-12.97,False
-1.14,0,-4.194,2022.873,0,1.1467,3.162,-4.1001,8629.6,-13.866,-5402.53,81.84,9.736,-5.5062,-2437.16,-96880.8,-14.34,9481.77,-1132.39,,False
-4.14,0,-3.5496,3469.71,0,1.8217,6.033,-4.4438,11022.64,-12.7515,-5254.63,43.874,7.5257,-5.2438,-3770.98,-96956.34,-11.0577,9513.78,436.61,,False
-4.14,0,-4.763,2079.81,1,2.751,2.98873,-4.2548,8760.44,-12.288,-5533.55,40.586,8.2192,-6.608,-2552.96,-96956.62,-11.8215,9054.03,56.75,-13.68,True
-1.14,0,-3.6424,2421.21,0,1.8733,3.01138,-4.2172,7987.24,-10.941,-5460.35,71.26,10.14,-5.2638,-3829.86,-96886.94,-13.656,9920.88,227.37,-12.44,False
-4.14,1,-3.25552,6978.81,1,1.1742,2.962721,-4.4367,7596.04,-12.8325,-5475.38,39.972,8.0094,-6.864,-3671.76,-96738.92,-12.1923,9389.43,1470.61,,False
-1.14,0,-3.8238,2802.51,1,1.5445,3.8835,-4.0926,8492.52,-14.538,-5887.53,51.126,9.1736,-4.67,-3205.56,-96842.58,-15.693,9599.37,596.61,-13.99,False
-4.14,1,-5.378,2330.04,0,1.08898,3.1441,-3.7998,3588.64,-11.0862,-5948.23,75.86,10.888,-4.698,-2931.96,-96923.928,-11.0676,8398.83,3655.61,-11.86,True
-4.14,0,-4.5872,2450.31,0,2.013,3.01886,-3.9984,7052.24,-12.6171,-5604.53,52.09,12.634,-5.508,-3907.96,-96924.874,-12.1347,9598.89,455.21,-13.56,True
-4.14,0,-4.2114,2186.4,1,1.2674,3.3953,-3.9241,10099.24,-12.0051,-5569.53,52.572,8.8394,-8.58,-3488.36,-97066.28,-10.88103,10386.63,1137.61,,True
